Image,Emotion,Hair_length,Hair_color,Eye,Gender,Ethnicity,Age
./images/57_512.jpg,joy,long,brown,brown,male,white,young-adult
./images/58_512.jpg,neutral,long,brown,brown,female,asian,young-adult
./images/58_512.jpg,neutral,long,brown,brown,female,asian,young-adult
./images/58_512.jpg,neutral,long,brown,brown,female,asian,young-adult
./images/58_512.jpg,neutral,long,brown,brown,female,asian,young-adult
./images/58_512.jpg,neutral,long,brown,brown,female,asian,young-adult
./images/59_512.jpg,neutral,long,brown,brown,female,black,young-adult
./images/59_512.jpg,neutral,long,brown,brown,female,black,young-adult
./images/59_512.jpg,neutral,long,brown,brown,female,black,young-adult
./images/59_512.jpg,neutral,long,brown,brown,female,black,young-adult
./images/59_512.jpg,neutral,long,brown,brown,female,black,young-adult
./images/60_512.jpg,joy,long,brown,brown,female,white,young-adult
./images/60_512.jpg,joy,long,brown,brown,female,white,young-adult
./images/60_512.jpg,joy,long,brown,brown,female,white,young-adult
./images/60_512.jpg,joy,long,brown,brown,female,white,young-adult
./images/60_512.jpg,joy,long,brown,brown,female,white,young-adult
./images/61_512.jpg,joy,long,brown,brown,male,white,young-adult
./images/61_512.jpg,joy,long,brown,brown,male,white,young-adult
./images/61_512.jpg,joy,long,brown,brown,male,white,young-adult
./images/61_512.jpg,joy,long,brown,brown,male,white,young-adult
./images/61_512.jpg,joy,long,brown,brown,male,white,young-adult
./images/62_512.jpg,neutral,long,brown,brown,male,latino,young-adult
./images/62_512.jpg,neutral,long,brown,brown,male,latino,young-adult
./images/62_512.jpg,neutral,long,brown,brown,male,latino,young-adult
./images/62_512.jpg,neutral,long,brown,brown,male,latino,young-adult
./images/62_512.jpg,neutral,long,brown,brown,male,latino,young-adult
./images/63_512.jpg,joy,long,brown,brown,male,latino,young-adult
./images/63_512.jpg,joy,long,brown,brown,male,latino,young-adult
./images/63_512.jpg,joy,long,brown,brown,male,latino,young-adult
./images/63_512.jpg,joy,long,brown,brown,male,latino,young-adult
./images/63_512.jpg,joy,long,brown,brown,male,latino,young-adult
./images/64_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/64_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/64_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/64_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/64_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/65_512.jpg,joy,long,black,brown,male,latino,young-adult
./images/65_512.jpg,joy,long,black,brown,male,latino,young-adult
./images/65_512.jpg,joy,long,black,brown,male,latino,young-adult
./images/65_512.jpg,joy,long,black,brown,male,latino,young-adult
./images/65_512.jpg,joy,long,black,brown,male,latino,young-adult
./images/66_512.jpg,neutral,long,black,brown,male,black,young-adult
./images/66_512.jpg,neutral,long,black,brown,male,black,young-adult
./images/66_512.jpg,neutral,long,black,brown,male,black,young-adult
./images/66_512.jpg,neutral,long,black,brown,male,black,young-adult
./images/66_512.jpg,neutral,long,black,brown,male,black,young-adult
./images/67_512.jpg,neutral,long,brown,brown,male,asian,young-adult
./images/67_512.jpg,neutral,long,brown,brown,male,asian,young-adult
./images/67_512.jpg,neutral,long,brown,brown,male,asian,young-adult
./images/67_512.jpg,neutral,long,brown,brown,male,asian,young-adult
./images/67_512.jpg,neutral,long,brown,brown,male,asian,young-adult
./images/68_512.jpg,neutral,long,brown,brown,male,asian,young-adult
./images/68_512.jpg,neutral,long,brown,brown,male,asian,young-adult
./images/68_512.jpg,neutral,long,brown,brown,male,asian,young-adult
./images/68_512.jpg,neutral,long,brown,brown,male,asian,young-adult
./images/68_512.jpg,neutral,long,brown,brown,male,asian,young-adult
./images/69_512.jpg,joy,long,brown,brown,male,white,young-adult
./images/69_512.jpg,joy,long,brown,brown,male,white,young-adult
./images/69_512.jpg,joy,long,brown,brown,male,white,young-adult
./images/69_512.jpg,joy,long,brown,brown,male,white,young-adult
./images/69_512.jpg,joy,long,brown,brown,male,white,young-adult
./images/70_512.jpg,neutral,long,black,brown,male,latino,young-adult
./images/70_512.jpg,neutral,long,black,brown,male,latino,young-adult
./images/70_512.jpg,neutral,long,black,brown,male,latino,young-adult
./images/70_512.jpg,neutral,long,black,brown,male,latino,young-adult
./images/70_512.jpg,neutral,long,black,brown,male,latino,young-adult
./images/71_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/71_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/71_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/71_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/71_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/72_512.jpg,neutral,long,brown,brown,female,asian,young-adult
./images/72_512.jpg,neutral,long,brown,brown,female,asian,young-adult
./images/72_512.jpg,neutral,long,brown,brown,female,asian,young-adult
./images/72_512.jpg,neutral,long,brown,brown,female,asian,young-adult
./images/72_512.jpg,neutral,long,brown,brown,female,asian,young-adult
./images/73_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/73_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/73_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/73_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/73_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/74_512.jpg,joy,long,brown,brown,male,white,adult
./images/74_512.jpg,joy,long,brown,brown,male,white,adult
./images/74_512.jpg,joy,long,brown,brown,male,white,adult
./images/74_512.jpg,joy,long,brown,brown,male,white,adult
./images/74_512.jpg,joy,long,brown,brown,male,white,adult
./images/75_512.jpg,joy,long,brown,brown,male,black,young-adult
./images/75_512.jpg,joy,long,brown,brown,male,black,young-adult
./images/75_512.jpg,joy,long,brown,brown,male,black,young-adult
./images/75_512.jpg,joy,long,brown,brown,male,black,young-adult
./images/75_512.jpg,joy,long,brown,brown,male,black,young-adult
./images/76_512.jpg,neutral,long,brown,brown,male,asian,young-adult
./images/76_512.jpg,neutral,long,brown,brown,male,asian,young-adult
./images/76_512.jpg,neutral,long,brown,brown,male,asian,young-adult
./images/76_512.jpg,neutral,long,brown,brown,male,asian,young-adult
./images/76_512.jpg,neutral,long,brown,brown,male,asian,young-adult
./images/77_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/77_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/77_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/77_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/77_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/78_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/78_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/78_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/78_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/78_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/79_512.jpg,joy,long,brown,brown,male,asian,young-adult
./images/79_512.jpg,joy,long,brown,brown,male,asian,young-adult
./images/79_512.jpg,joy,long,brown,brown,male,asian,young-adult
./images/79_512.jpg,joy,long,brown,brown,male,asian,young-adult
./images/79_512.jpg,joy,long,brown,brown,male,asian,young-adult
./images/80_512.jpg,neutral,long,black,brown,female,asian,young-adult
./images/80_512.jpg,neutral,long,black,brown,female,asian,young-adult
./images/80_512.jpg,neutral,long,black,brown,female,asian,young-adult
./images/80_512.jpg,neutral,long,black,brown,female,asian,young-adult
./images/80_512.jpg,neutral,long,black,brown,female,asian,young-adult
./images/81_512.jpg,joy,long,brown,brown,female,white,young-adult
./images/81_512.jpg,joy,long,brown,brown,female,white,young-adult
./images/81_512.jpg,joy,long,brown,brown,female,white,young-adult
./images/81_512.jpg,joy,long,brown,brown,female,white,young-adult
./images/81_512.jpg,joy,long,brown,brown,female,white,young-adult
./images/82_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/82_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/82_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/82_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/82_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/83_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/83_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/83_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/83_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/83_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/84_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/84_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/84_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/84_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/84_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/85_512.jpg,joy,long,black,brown,female,latino,young-adult
./images/85_512.jpg,joy,long,black,brown,female,latino,young-adult
./images/85_512.jpg,joy,long,black,brown,female,latino,young-adult
./images/85_512.jpg,joy,long,black,brown,female,latino,young-adult
./images/85_512.jpg,joy,long,black,brown,female,latino,young-adult
./images/86_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/86_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/86_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/86_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/86_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/87_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/87_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/87_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/87_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/87_512.jpg,neutral,long,brown,brown,male,white,young-adult
./images/88_512.jpg,neutral,long,black,brown,female,asian,young-adult
./images/88_512.jpg,neutral,long,black,brown,female,asian,young-adult
./images/88_512.jpg,neutral,long,black,brown,female,asian,young-adult
./images/88_512.jpg,neutral,long,black,brown,female,asian,young-adult
./images/88_512.jpg,neutral,long,black,brown,female,asian,young-adult
./images/89_512.jpg,neutral,long,black,brown,male,latino,young-adult
